transaction_id,customer_id,product_id,quantity,total_amount,transaction_date,payment_method,store_type
TRX000418,220,799,5,344.47,2022-10-20,Cash,Online
TRX000419,13,353,8,945.22,2021-09-21,Credit Card,Physical Store
TRX000420,96,191,7,616.8,2021-01-23,Debit Card,Physical Store
TRX000421,253,155,7,109.09,2021-08-03,PayPal,Online
TRX000422,429,33,9,799.08,2023-11-04,Cash,Online
TRX000423,870,76,2,205.42,2022-09-19,Credit Card,Online
TRX000424,606,690,10,277.11,2021-11-03,Bank Transfer,Online
TRX000425,11,580,10,261.89,2022-09-14,PayPal,Physical Store
TRX000426,55,244,7,134.71,2021-02-14,Credit Card,Physical Store
TRX000427,57,220,6,810.99,2022-07-16,Credit Card,Physical Store
TRX000428,900,856,8,679.92,2022-09-03,Debit Card,Online
TRX000429,789,852,1,88.02,2023-12-17,Credit Card,Online
TRX000430,502,666,4,208.48,2023-04-06,Credit Card,Physical Store
TRX000431,647,114,9,193.42,2022-07-02,Bank Transfer,Online
TRX000432,134,668,5,385.98,2022-01-25,Cash,Online
TRX000433,87,615,3,917.43,2021-01-18,Credit Card,Physical Store
TRX000434,285,899,7,-807.3,2022-10-08,PayPal,Physical Store
TRX000435,725,155,6,278.62,2022-02-17,Cash,Online
TRX000436,319,905,3,574.47,2020-11-23,Credit Card,Physical Store
TRX000437,306,150,4,153.89,2022-05-24,PayPal,Physical Store
TRX000438,815,914,10,516.06,2023-06-27,Bank Transfer,Physical Store
TRX000439,239,119,6,699.42,2020-04-10,PayPal,Online
TRX000440,911,53,3,805.45,2021-12-25,Cash,Physical Store
TRX000441,831,884,6,753.85,2020-03-08,Cash,Physical Store
TRX000442,668,514,7,985.08,2021-02-19,Debit Card,Physical Store
TRX000443,738,668,4,550.7,2023-10-27,Cash,Online
TRX000444,321,722,4,656.54,2021-01-05,Debit Card,Physical Store
TRX000445,214,335,4,61.25,2022-12-02,Credit Card,Physical Store
TRX000446,563,824,1,15.43,2021-09-28,Cash,Physical Store
TRX000447,45,367,2,449.14,,PayPal,Physical Store
TRX000448,180,55,2,465.65,2022-04-16,Debit Card,Physical Store
TRX000449,231,335,8,853.6,2022-02-10,PayPal,Online
TRX000450,758,230,1,192.94,2020-05-20,Bank Transfer,Online
TRX000451,37,908,2,743.07,2023-09-20,PayPal,Physical Store
TRX000452,859,459,10,999.96,2023-04-30,Cash,Physical Store
TRX000453,1000,98,3,312.9,2022-04-15,Credit Card,Online
TRX000454,995,838,8,318.0,2020-04-06,Cash,Online
TRX000455,991,619,3,522.12,2022-07-29,PayPal,Online
TRX000456,117,579,9,761.08,2023-05-06,Credit Card,Online
TRX000457,579,864,6,962.61,2021-03-18,Credit Card,Physical Store
TRX000458,946,170,6,699.85,2021-07-28,PayPal,Physical Store
TRX000459,324,453,5,457.37,2022-05-16,Cash,Physical Store
TRX000460,383,136,6,653.48,2023-06-20,Credit Card,Online
TRX000461,568,174,3,37.32,2021-02-04,Bank Transfer,Physical Store
TRX000462,899,937,4,814.17,2023-03-24,Cash,Online
TRX000463,504,856,7,231.53,2023-11-17,Credit Card,Online
TRX000464,953,170,9,224.22,2021-05-02,PayPal,Online
TRX000465,433,291,2,199.66,2020-03-23,Credit Card,Online
TRX000466,653,19,6,834.14,2020-08-31,Credit Card,Physical Store
TRX000467,451,252,9,376.71,2020-03-13,Credit Card,Online
TRX000468,642,76,6,537.02,2020-12-20,Bank Transfer,Online
TRX000469,827,989,4,896.02,2020-02-19,Credit Card,Online
TRX000470,677,199,2,169.6,2020-01-10,Credit Card,Physical Store
TRX000471,951,312,3,680.86,2023-08-11,Credit Card,Online
TRX000472,788,662,10,16.93,2023-10-15,Cash,Online
TRX000473,472,414,6,616.94,2020-06-23,Credit Card,Online
TRX000474,345,999,3,316.86,2022-09-30,Bank Transfer,Physical Store
TRX000475,223,600,5,786.14,2022-09-19,Debit Card,Physical Store
TRX000476,441,123,10,521.66,2023-07-30,Cash,Physical Store
TRX000477,343,46,1,729.93,2021-03-20,Bank Transfer,Physical Store
TRX000478,637,443,3,121.17,2023-01-07,Bank Transfer,Physical Store
TRX000479,908,185,6,516.11,2022-09-03,Debit Card,Online
TRX000480,967,555,6,148.69,2022-10-06,Credit Card,Physical Store
TRX000481,306,434,7,269.78,2020-02-24,Bank Transfer,Online
TRX000482,863,358,8,534.49,2021-10-01,Credit Card,Physical Store
TRX000483,492,878,2,-664.59,2021-12-12,Debit Card,Online
TRX000484,8,680,2,473.82,2023-11-15,Debit Card,Online
TRX000485,12,766,7,813.94,2021-07-25,PayPal,Online
TRX000486,961,231,1,495.5,2022-06-03,Bank Transfer,Physical Store
TRX000487,85,471,6,139.49,2020-10-28,Credit Card,Online
TRX000488,137,557,3,60.25,2020-04-01,Cash,Online
TRX000489,114,792,8,902.71,2023-01-06,Bank Transfer,Online
TRX000490,294,647,6,46.63,2022-07-09,Debit Card,Physical Store
TRX000491,557,752,9,273.56,2023-10-27,Debit Card,Online
TRX000492,124,545,1,342.37,2020-11-18,Debit Card,Physical Store
TRX000493,416,560,4,545.39,2023-11-15,PayPal,Physical Store
TRX000494,730,881,9,27.56,2023-06-02,PayPal,Physical Store
TRX000495,815,146,10,388.44,2022-01-25,PayPal,Online
TRX000496,319,793,7,277.25,2022-03-02,Bank Transfer,Physical Store
TRX000497,402,250,7,135.94,2023-07-08,PayPal,Online
TRX000498,510,458,7,919.25,2020-05-27,PayPal,Physical Store
TRX000499,706,422,6,258.14,2021-02-14,Bank Transfer,Online
TRX000500,746,458,5,385.63,2023-07-26,Bank Transfer,Physical Store
TRX000501,328,914,8,743.94,2023-07-23,Debit Card,Physical Store
TRX000502,948,869,2,75.88,2021-01-01,Debit Card,Physical Store
TRX000503,224,666,7,988.3,2023-06-16,Debit Card,Online
TRX000504,961,127,9,242.04,2022-11-30,Credit Card,Physical Store
TRX000505,981,860,4,738.8,2022-03-06,PayPal,Online
TRX000506,460,185,4,987.97,2020-07-30,Cash,Online
TRX000507,216,405,6,595.39,2023-05-24,PayPal,Physical Store
TRX000508,670,983,7,563.05,2022-05-23,Bank Transfer,Physical Store
TRX000509,555,222,4,495.46,2023-04-24,Debit Card,Online
TRX000510,266,186,3,249.65,2022-10-11,Debit Card,Online
TRX000511,910,599,1,429.52,,Debit Card,Online
TRX000512,462,403,7,106.57,,PayPal,Physical Store
TRX000513,801,988,6,556.66,2022-09-05,PayPal,Online
TRX000514,892,477,4,439.79,2023-09-02,Cash,Online
TRX000515,656,851,2,391.83,2023-09-15,Credit Card,Online
TRX000516,916,581,7,-378.11,2021-08-24,Debit Card,Physical Store
TRX000517,594,421,8,562.29,2020-09-15,Debit Card,Online
TRX000518,376,896,5,296.07,2023-02-24,Cash,Physical Store
TRX000519,766,818,6,691.23,2021-03-09,Cash,Online
TRX000520,584,782,4,682.67,2021-03-13,Credit Card,Physical Store
TRX000521,487,655,3,-478.99,2022-04-30,Debit Card,Online
TRX000522,847,485,9,933.61,2020-10-12,Bank Transfer,Online
TRX000523,99,70,1,-838.07,2022-08-08,Debit Card,Physical Store
TRX000524,697,417,7,337.75,2022-10-16,Cash,Physical Store
TRX000525,416,399,5,476.27,2021-11-25,Credit Card,Physical Store
TRX000526,653,193,8,113.55,2023-08-24,Debit Card,Online
TRX000527,568,531,2,260.01,2020-10-14,PayPal,Physical Store
TRX000528,741,822,10,748.2,2020-04-22,Credit Card,Physical Store
TRX000529,599,454,5,110.8,2021-01-04,Credit Card,Online
TRX000530,405,444,4,339.83,2021-01-08,Bank Transfer,Online
TRX000531,761,990,3,995.9,2023-01-06,Credit Card,Physical Store
TRX000532,871,681,2,292.78,2020-09-12,PayPal,Physical Store
TRX000533,994,615,8,595.77,2020-09-22,Cash,Physical Store
TRX000534,885,751,1,220.52,2020-03-12,Bank Transfer,Online
TRX000535,2,332,6,35.92,2023-03-17,PayPal,Online
TRX000536,393,966,7,88.89,2020-09-17,Debit Card,Physical Store
TRX000537,542,356,6,582.01,2021-09-12,Credit Card,Physical Store
TRX000538,845,253,8,428.69,2021-08-21,Credit Card,Physical Store
TRX000539,490,51,10,881.71,2022-10-29,Credit Card,Online
TRX000540,866,570,1,843.51,2020-08-08,Debit Card,Physical Store
TRX000541,668,435,3,144.56,2020-10-11,Cash,Physical Store
TRX000542,965,121,6,387.72,2020-04-09,Credit Card,Physical Store
TRX000543,669,681,7,116.48,2022-11-28,Cash,Online
TRX000544,665,392,2,719.01,2023-01-13,Bank Transfer,Online
TRX000545,694,152,7,847.88,2023-12-18,Debit Card,Online
TRX000546,703,183,10,-858.42,2023-04-29,Debit Card,Physical Store
TRX000547,138,383,1,136.83,2020-06-05,Debit Card,Online
TRX000548,708,677,10,162.12,2021-12-17,Cash,Online
TRX000549,975,727,7,825.99,2023-04-09,Credit Card,Online
TRX000550,865,388,6,533.73,2020-12-02,Bank Transfer,Online
TRX000551,505,108,2,321.08,2023-04-24,Credit Card,Online
TRX000552,757,895,4,351.16,2021-06-16,Cash,Online
TRX000553,251,174,1,746.18,2020-11-27,Bank Transfer,Physical Store
TRX000554,875,836,7,572.51,2021-11-01,Credit Card,Physical Store
TRX000555,449,490,5,259.2,2023-12-31,Credit Card,Online
TRX000556,162,85,8,445.49,2022-09-27,Credit Card,Physical Store
TRX000557,165,456,6,286.6,2020-07-01,Credit Card,Online
TRX000558,165,852,6,992.46,2023-03-25,Cash,Online
TRX000559,872,178,9,802.15,2022-05-10,PayPal,Physical Store
TRX000560,692,722,5,896.97,2023-07-04,Credit Card,Online
TRX000561,156,48,3,316.08,2021-09-01,Cash,Online
TRX000562,783,635,6,644.94,2022-09-08,Credit Card,Online
TRX000563,477,299,9,806.11,2021-06-30,Debit Card,Online
TRX000564,519,898,8,805.32,2021-03-09,Cash,Online
TRX000565,580,140,2,443.9,2023-08-25,Debit Card,Online
TRX000566,902,559,2,19.58,2021-06-08,Credit Card,Online
TRX000567,925,429,8,619.38,2021-09-22,Credit Card,Online
TRX000568,97,973,5,341.53,2020-03-17,Bank Transfer,Physical Store
TRX000569,112,346,10,104.77,2020-02-18,Credit Card,Online
TRX000570,581,316,5,285.56,2022-11-23,PayPal,Physical Store
TRX000571,549,508,1,862.28,,PayPal,Physical Store
TRX000572,135,876,1,158.99,2022-10-23,PayPal,Online
TRX000573,841,645,9,249.0,2020-06-11,PayPal,Online
TRX000574,950,615,3,424.09,2020-06-07,Debit Card,Physical Store
TRX000575,27,363,3,558.79,2021-06-13,Debit Card,Online
TRX000576,197,531,9,575.16,2020-08-31,Debit Card,Online
TRX000577,663,776,1,785.64,,Debit Card,Physical Store
TRX000578,224,833,7,982.84,2022-10-20,Bank Transfer,Online
TRX000579,346,925,3,568.08,2020-07-27,Credit Card,Physical Store
TRX000580,363,577,1,512.85,2020-10-20,PayPal,Online
TRX000581,120,685,9,-639.51,2021-11-20,Debit Card,Physical Store
TRX000582,429,558,2,257.2,2023-12-31,Credit Card,Physical Store
TRX000583,885,668,2,532.27,2023-07-07,Credit Card,Online
TRX000584,648,824,2,650.61,2020-11-17,Debit Card,Online
TRX000585,309,575,7,407.25,2022-07-02,Cash,Online
TRX000586,557,85,9,761.46,2023-12-05,Cash,Online
TRX000587,3,576,4,29.57,2022-03-08,Cash,Online
TRX000588,457,863,9,722.34,2023-10-30,PayPal,Physical Store
TRX000589,850,305,3,72.7,2022-07-12,Cash,Online
TRX000590,462,782,6,191.61,2023-10-19,Credit Card,Physical Store
TRX000591,717,615,8,80.7,2020-09-04,Debit Card,Physical Store
TRX000592,487,387,1,865.91,2021-04-13,Debit Card,Online
TRX000593,400,497,2,619.26,2021-10-17,PayPal,Online
TRX000594,566,174,3,404.75,2020-11-20,Debit Card,Physical Store
TRX000595,102,141,2,727.22,2021-07-13,Debit Card,Online
TRX000596,219,400,1,566.66,2022-07-07,Bank Transfer,Online
TRX000597,198,504,9,124.79,2022-12-28,Debit Card,Online
TRX000598,815,672,2,90.97,2022-01-18,Bank Transfer,Online
TRX000599,166,74,9,657.34,2023-11-14,Debit Card,Online
TRX000600,941,449,5,400.38,2023-11-16,Cash,Physical Store
TRX000601,181,801,10,584.59,2020-12-02,PayPal,Physical Store
TRX000602,442,383,1,723.19,2021-04-23,PayPal,Online
TRX000603,210,372,7,927.74,2020-07-13,PayPal,Online
TRX000604,246,903,6,-826.39,2020-03-20,PayPal,Physical Store
TRX000605,638,615,9,535.24,2020-09-10,Debit Card,Online
TRX000606,74,751,3,693.12,2023-11-17,PayPal,Physical Store
TRX000607,106,36,8,416.99,2021-09-12,Credit Card,Online
TRX000608,859,836,9,875.94,2021-05-04,Debit Card,Online
TRX000609,492,714,7,635.57,2020-12-04,Bank Transfer,Physical Store
TRX000610,925,984,4,208.7,2022-09-10,Credit Card,Online
TRX000611,209,69,5,731.06,2021-12-14,Cash,Online
TRX000612,549,967,1,238.07,2022-03-29,Credit Card,Online
TRX000613,182,928,5,83.14,2020-08-07,Credit Card,Online
TRX000614,849,425,9,260.28,2020-03-13,Credit Card,Physical Store
TRX000615,269,513,6,-724.36,2020-03-08,Cash,Physical Store
TRX000616,984,380,1,147.05,2020-09-10,Credit Card,Online
TRX000617,766,295,3,894.11,2021-11-06,Bank Transfer,Physical Store
TRX000618,92,776,10,224.35,2020-05-13,Bank Transfer,Online
TRX000619,176,575,7,492.03,2022-02-19,Bank Transfer,Physical Store
TRX000620,881,836,1,198.78,2021-08-12,Credit Card,Physical Store
TRX000621,666,988,5,202.86,2023-12-09,Cash,Online
TRX000622,914,697,8,440.9,2022-07-17,Bank Transfer,Online
TRX000623,171,594,10,828.12,2023-08-13,Debit Card,Online
TRX000624,120,214,6,442.1,2023-02-22,Credit Card,Physical Store
TRX000625,495,119,7,76.01,2020-09-10,Bank Transfer,Physical Store
TRX000626,852,730,9,872.74,2021-08-22,Bank Transfer,Online
TRX000627,1,757,8,746.48,2023-12-11,Debit Card,Online
TRX000628,477,630,4,950.29,2021-05-29,Bank Transfer,Physical Store
TRX000629,845,105,9,-83.06,2023-03-05,Bank Transfer,Physical Store
TRX000630,729,807,5,440.82,2020-09-06,Bank Transfer,Online
TRX000631,826,901,3,57.54,2022-07-07,Credit Card,Physical Store
TRX000632,538,787,2,131.37,2022-06-10,Bank Transfer,Online
TRX000633,363,883,6,448.45,2021-10-22,PayPal,Physical Store
TRX000634,849,675,1,337.99,2020-06-16,Cash,Physical Store
TRX000635,418,361,3,297.77,2021-09-07,Cash,Online
TRX000636,461,248,8,-394.13,2020-06-25,Bank Transfer,Online
TRX000637,907,717,4,455.09,2020-08-23,Debit Card,Physical Store
TRX000638,309,556,6,166.81,2020-10-12,Credit Card,Physical Store
TRX000639,141,225,5,952.27,2023-05-21,PayPal,Physical Store
TRX000640,826,812,10,-664.97,2020-09-06,Bank Transfer,Online
TRX000641,519,433,2,507.94,2023-03-06,Cash,Physical Store
TRX000642,392,821,3,764.17,2020-03-17,Debit Card,Online
TRX000643,585,206,7,282.51,2020-04-15,Debit Card,Online
TRX000644,417,559,3,286.34,2022-08-28,PayPal,Online
TRX000645,581,817,8,899.09,2020-01-12,PayPal,Physical Store
TRX000646,267,372,9,890.7,2020-09-02,Debit Card,Online
TRX000647,894,761,1,-474.02,2020-02-17,Credit Card,Physical Store
TRX000648,34,60,5,359.88,2021-01-18,PayPal,Physical Store
TRX000649,424,412,10,939.14,2020-08-28,Bank Transfer,Online
TRX000650,510,128,4,174.01,2021-08-24,PayPal,Online
TRX000651,442,884,6,37.08,2022-11-07,PayPal,Online
TRX000652,689,737,4,868.09,2021-09-23,Cash,Physical Store
TRX000653,539,773,8,534.65,2022-01-02,Credit Card,Physical Store
TRX000654,737,499,4,623.22,2020-04-04,PayPal,Physical Store
TRX000655,387,635,10,389.64,2020-05-09,Debit Card,Online
TRX000656,162,329,6,237.55,2020-11-27,Bank Transfer,Physical Store
TRX000657,166,349,2,124.25,2023-01-13,Credit Card,Physical Store
TRX000658,586,451,6,309.81,2021-06-30,Credit Card,Physical Store
TRX000659,426,493,4,800.98,,Credit Card,Online
TRX000660,522,379,1,-764.66,2021-03-01,Bank Transfer,Online
TRX000661,565,608,10,198.11,2022-04-24,Cash,Online
TRX000662,98,34,3,68.34,2023-08-07,Cash,Physical Store
TRX000663,671,900,1,213.73,2020-09-09,Debit Card,Online
TRX000664,566,178,3,584.39,2022-10-03,Credit Card,Physical Store
TRX000665,93,730,4,235.81,2020-03-26,PayPal,Online
TRX000666,626,71,5,858.15,2020-05-16,PayPal,Physical Store
TRX000667,874,197,9,418.82,2023-07-27,Cash,Online
TRX000668,885,91,5,951.05,2023-11-10,Debit Card,Online
TRX000669,887,18,4,677.36,2022-05-29,Credit Card,Physical Store
TRX000670,775,30,5,157.01,2022-08-09,Debit Card,Physical Store
TRX000671,587,21,1,768.27,2022-05-01,Debit Card,Online
TRX000672,936,58,8,715.64,2020-07-21,Credit Card,Online
TRX000673,217,447,10,827.25,2020-09-15,Credit Card,Online
TRX000674,891,248,4,398.87,2020-12-04,Debit Card,Physical Store
TRX000675,118,216,9,436.36,2020-02-04,Credit Card,Physical Store
TRX000676,274,491,6,737.9,2023-07-06,PayPal,Physical Store
TRX000677,643,310,9,436.41,2020-03-05,Cash,Physical Store
TRX000678,979,503,5,26.69,2023-06-24,Debit Card,Online
TRX000679,23,632,2,905.86,2023-10-26,Credit Card,Online
TRX000680,450,296,4,274.23,2023-08-21,PayPal,Physical Store
TRX000681,117,269,2,733.99,2022-08-09,PayPal,Online
TRX000682,780,585,3,-802.49,2022-10-03,Credit Card,Physical Store
TRX000683,799,971,7,809.05,2022-10-12,Debit Card,Online
TRX000684,484,366,5,769.95,2020-04-07,Debit Card,Online
TRX000685,272,290,2,89.2,2020-01-23,PayPal,Physical Store
TRX000686,668,848,9,62.5,2023-06-19,Credit Card,Physical Store
TRX000687,671,540,1,284.28,2020-11-25,Bank Transfer,Online
TRX000688,494,573,5,595.38,2021-10-14,Credit Card,Physical Store
TRX000689,679,499,7,463.49,2023-03-24,Debit Card,Physical Store
TRX000690,935,900,3,932.36,2020-12-24,Debit Card,Physical Store
TRX000691,718,681,8,253.98,2023-03-25,Cash,Online
TRX000692,336,910,6,157.81,2023-07-17,PayPal,Physical Store
TRX000693,273,492,9,555.85,2021-02-02,Debit Card,Online
TRX000694,612,598,6,263.49,2021-01-20,Bank Transfer,Physical Store
TRX000695,88,732,3,360.99,2023-11-11,Credit Card,Online
TRX000696,611,994,3,483.64,2022-01-11,Bank Transfer,Online
TRX000697,574,556,4,795.42,2020-03-02,PayPal,Physical Store
TRX000698,740,307,7,264.29,2022-09-25,Debit Card,Online
TRX000699,886,339,5,946.56,2022-03-27,Bank Transfer,Physical Store
TRX000700,794,226,10,417.69,2023-01-19,Credit Card,Online
TRX000701,386,938,9,242.06,2021-11-14,Credit Card,Online
TRX000702,625,824,1,-64.55,2022-08-18,Debit Card,Online
TRX000703,562,874,9,947.87,2023-10-28,Debit Card,Online
TRX000704,636,139,6,-695.39,2020-04-17,Cash,Online
TRX000705,239,557,5,39.14,2022-01-26,Credit Card,Online
TRX000706,460,39,6,845.44,2021-10-15,Cash,Physical Store
TRX000707,627,902,10,550.04,2020-10-19,Credit Card,Physical Store
TRX000708,37,513,8,236.67,2020-02-28,PayPal,Online
TRX000709,994,622,5,618.37,2021-10-04,PayPal,Online
TRX000710,229,507,10,886.41,2022-08-19,Credit Card,Online
TRX000711,187,154,5,864.55,2023-03-21,PayPal,Online
TRX000712,395,535,1,351.2,2021-07-26,Credit Card,Physical Store
TRX000713,52,477,5,787.6,,Bank Transfer,Online
TRX000714,173,275,6,455.75,2021-11-12,Credit Card,Online
TRX000715,552,173,5,263.89,2023-11-01,PayPal,Online
TRX000716,816,611,3,461.71,2020-01-29,Cash,Online
TRX000717,939,981,2,106.71,2021-01-19,Cash,Online
TRX000718,124,355,4,168.76,2021-10-19,Debit Card,Online
TRX000719,465,996,2,187.67,2021-12-10,PayPal,Online
TRX000720,863,52,6,154.54,2022-04-18,Debit Card,Online
TRX000721,146,366,1,894.64,2020-03-05,PayPal,Online
TRX000722,187,19,5,33.25,2022-06-20,Debit Card,Online
TRX000723,257,242,2,296.8,2021-08-30,Bank Transfer,Online
TRX000724,762,817,8,148.91,2021-08-24,Cash,Online
TRX000725,123,628,10,706.81,2022-09-06,Bank Transfer,Physical Store
TRX000726,487,692,10,892.33,2020-02-01,PayPal,Online
TRX000727,716,11,1,538.36,2023-09-22,Bank Transfer,Physical Store
TRX000728,22,881,2,826.51,2020-05-10,Credit Card,Online
TRX000729,633,475,8,314.98,2023-10-26,Bank Transfer,Physical Store
TRX000730,112,121,1,553.37,2020-06-13,Bank Transfer,Physical Store
TRX000731,169,760,2,323.01,2020-08-05,Bank Transfer,Online
TRX000732,110,926,6,-163.14,2022-02-07,Debit Card,Online
TRX000733,510,883,2,956.52,2020-06-17,PayPal,Online
TRX000734,330,752,7,520.01,2023-06-26,Cash,Physical Store
TRX000735,1000,560,1,790.83,2022-08-25,Debit Card,Online
TRX000736,160,16,6,297.67,,Bank Transfer,Online
TRX000737,341,152,3,821.19,2021-12-15,PayPal,Physical Store
TRX000738,52,821,8,388.71,2023-01-09,Bank Transfer,Online
TRX000739,576,177,1,979.85,2022-08-26,Credit Card,Online
TRX000740,615,951,2,716.65,2022-03-16,Credit Card,Physical Store
TRX000741,866,536,4,353.77,2023-08-29,Bank Transfer,Physical Store
TRX000742,885,929,7,945.26,2023-11-24,Cash,Online
TRX000743,730,580,8,195.87,2022-10-01,PayPal,Online
TRX000744,485,100,2,293.21,2021-11-30,Cash,Online
TRX000745,780,625,10,136.34,,Bank Transfer,Online
TRX000746,736,327,8,799.89,2022-05-12,Bank Transfer,Physical Store
TRX000747,609,877,5,559.57,2022-12-09,Credit Card,Physical Store
TRX000748,545,575,9,738.35,2022-05-19,Debit Card,Online
TRX000749,975,255,6,591.62,2020-09-29,Debit Card,Online
TRX000750,435,540,4,729.84,2022-09-17,Debit Card,Physical Store
TRX000751,606,121,8,434.87,2020-10-11,Credit Card,Online
TRX000752,127,194,4,442.34,2022-10-31,Credit Card,Physical Store
TRX000753,618,629,9,641.63,2023-01-04,Credit Card,Physical Store
TRX000754,574,352,6,245.95,2023-09-19,Debit Card,Physical Store
TRX000755,526,872,2,192.98,2020-12-27,Credit Card,Online
TRX000756,253,582,5,866.3,2022-12-02,Bank Transfer,Physical Store
TRX000757,695,721,2,671.48,2023-01-20,Debit Card,Physical Store
TRX000758,448,266,6,727.2,2023-08-01,Cash,Physical Store
TRX000759,395,943,2,844.26,2021-08-19,Bank Transfer,Online
TRX000760,994,83,9,568.51,2020-11-17,Bank Transfer,Physical Store
TRX000761,482,148,10,338.7,2020-06-18,PayPal,Physical Store
TRX000762,810,375,8,926.06,2021-06-14,Bank Transfer,Online
TRX000763,907,890,5,13.04,,PayPal,Physical Store
TRX000764,933,237,1,960.73,2021-02-07,Cash,Online
TRX000765,67,183,10,87.93,,Debit Card,Physical Store
TRX000766,855,331,4,550.09,2020-03-05,Debit Card,Online
TRX000767,357,116,7,749.43,2021-06-20,PayPal,Physical Store
TRX000768,179,493,10,507.56,2020-10-22,Bank Transfer,Physical Store
